interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;120.00;2min_agg;1;1.22;0;3;-131361937;0;0;1.22;0;0.59;20.12;37.05;12.83;5.22;19.77;0.00
0.00;120.00;2min_agg;0;10.61;0;9;-343227268;0;0;5.30;9;2.54;9.92;89.25;7.57;65.00;9.21;38.00
0.00;120.00;2min_agg;0;122.88;0;3;-498573406#1;0;0;122.88;3;2.36;0.98;2.95;5.29;0.52;0.04;0.00
0.00;120.00;2min_agg;0;7.11;7;0;-607902629#1;0;0;7.11;6;3.48;22.56;142.48;7.62;91.69;21.42;34.00
0.00;120.00;2min_agg;0;3.15;4;0;-775228304;0;0;3.15;4;1.55;10.15;38.66;10.57;20.03;9.90;0.00
0.00;120.00;2min_agg;0;5.26;4;4;-775228305;0;0;5.26;7;2.54;6.15;44.39;12.26;21.57;5.86;0.00
0.00;120.00;2min_agg;0;86.58;0;1;107270959#10;1;1;28.86;1;0.47;2.08;2.08;2.50;1.33;0.50;0.00
0.00;120.00;2min_agg;0;22.69;41;0;107270959#6;31;31;7.56;36;3.76;14.81;550.63;13.99;269.83;14.61;0.00
0.00;120.00;2min_agg;0;45.61;0;36;107270959#7;2;2;15.20;22;7.52;34.59;1155.86;6.25;886.53;33.76;641.00
0.00;120.00;2min_agg;11;5.14;0;17;107270959#9;0;0;1.71;1;0.83;13.41;175.77;21.63;35.17;13.19;0.00
0.00;120.00;2min_agg;0;15.00;14;0;131361937;0;0;15.00;8;7.45;37.42;455.33;6.89;228.91;36.64;125.00
0.00;120.00;2min_agg;0;0.90;0;3;131361940#1;0;0;0.45;2;0.22;21.43;43.13;18.81;12.23;20.73;0.00
0.00;120.00;2min_agg;0;2.30;0;5;140621781#0;0;0;2.30;5;1.12;15.68;78.40;18.45;14.13;15.45;0.00
0.00;120.00;2min_agg;5;1.96;0;5;140621781#1;0;0;1.96;0;0.96;9.40;47.01;21.80;1.47;9.17;0.00
0.00;120.00;2min_agg;0;22.66;0;7;230894418#0;0;0;11.33;6;5.45;12.43;83.71;2.88;74.11;11.55;56.00
0.00;120.00;2min_agg;0;3.68;0;4;230894418#2;1;1;1.84;4;0.87;10.74;42.94;9.53;27.77;9.82;12.00
0.00;120.00;2min_agg;0;8.52;0;12;27318402#0;0;0;2.84;11;1.27;4.07;47.32;12.58;26.63;3.77;0.00
0.00;120.00;2min_agg;0;8.61;0;13;27318402#0.49;0;0;2.15;12;0.75;0.98;12.08;17.07;4.96;0.70;0.00
0.00;120.00;2min_agg;10;3.94;0;12;27318402#0.62;0;0;1.31;0;0.64;7.92;91.65;25.10;12.40;7.74;0.00
0.00;120.00;2min_agg;0;1.69;0;2;27318402#5;2;2;0.56;2;0.22;1.77;3.55;12.69;1.94;1.43;0.00
0.00;120.00;2min_agg;0;0.96;0;2;27318402#6;0;0;0.32;2;0.14;2.39;4.79;19.38;1.46;2.16;0.00
0.00;120.00;2min_agg;0;0.64;0;2;27318402#7;0;0;0.32;2;0.16;9.33;18.66;26.70;0.82;9.14;0.00
0.00;120.00;2min_agg;2;0.67;0;2;27318402#8;0;0;0.34;0;0.15;1.90;3.79;27.49;0.06;1.72;0.00
0.00;120.00;2min_agg;0;18.90;28;0;29027962#0;23;23;6.30;23;3.09;21.22;519.66;11.03;307.13;20.34;42.00
0.00;120.00;2min_agg;0;4.36;0;11;29027962#1;0;0;1.45;11;0.70;8.83;97.10;21.57;21.38;8.64;0.00
0.00;120.00;2min_agg;0;3.80;0;11;29027962#2;0;0;1.27;11;0.58;2.10;23.07;26.53;0.94;1.91;0.00
0.00;120.00;2min_agg;0;3.92;0;11;29027962#3;1;1;1.31;11;0.62;3.89;42.75;24.65;4.65;3.63;0.00
0.00;120.00;2min_agg;0;24.11;0;11;29027962#4;2;2;8.04;7;3.90;16.06;164.56;3.85;141.28;14.94;81.00
0.00;120.00;2min_agg;10;4.09;0;13;29027962#6;1;1;1.36;0;0.67;21.50;227.52;21.79;46.30;21.30;0.00
0.00;120.00;2min_agg;0;10.55;21;0;331158296#0;16;16;3.52;19;1.74;16.94;324.18;15.42;147.14;16.68;0.00
0.00;120.00;2min_agg;0;50.79;0;19;331158296#0.267;2;2;16.93;19;8.31;20.90;397.17;3.36;348.86;20.34;255.00
0.00;120.00;2min_agg;0;11.99;0;18;331158296#1;7;7;4.00;12;1.93;12.15;188.63;11.20;110.45;11.50;45.00
0.00;120.00;2min_agg;0;2.74;0;7;331158296#2;0;0;0.91;7;0.42;2.90;20.33;23.01;3.50;2.70;0.00
0.00;120.00;2min_agg;0;2.41;0;7;331158296#2.100;3;3;0.60;6;0.26;1.68;10.55;24.63;1.08;1.47;0.00
0.00;120.00;2min_agg;0;6.98;0;5;331158296#2.118;1;1;1.75;3;0.84;11.78;49.85;5.48;38.21;10.84;27.00
0.00;120.00;2min_agg;0;14.41;0;22;331158298;0;0;4.80;20;2.19;5.55;112.02;12.58;61.23;5.26;0.00
0.00;120.00;2min_agg;0;17.83;0;20;331158298.105;4;4;5.94;19;2.87;12.38;236.90;9.34;154.17;11.70;77.00
0.00;120.00;2min_agg;0;4.26;0;5;331159362#1;0;0;1.42;5;0.56;1.95;9.74;12.34;5.62;1.60;0.00
0.00;120.00;2min_agg;0;3.77;0;5;331159362#2;0;0;1.26;5;0.41;0.82;4.12;17.12;1.70;0.54;0.00
0.00;120.00;2min_agg;4;1.48;0;5;331159362#3;0;0;0.74;0;0.36;8.57;37.15;25.07;5.63;8.39;0.00
0.00;120.00;2min_agg;0;2.13;0;5;331159363#1;3;3;0.53;5;0.25;6.95;34.74;20.30;11.16;6.76;0.00
0.00;120.00;2min_agg;0;1.51;0;5;331159364#0;0;0;0.50;5;0.24;5.78;28.90;28.48;1.38;5.61;0.00
0.00;120.00;2min_agg;0;2.75;0;7;331159364#1;0;0;1.37;7;0.64;3.64;25.48;22.62;5.48;3.45;0.00
0.00;120.00;2min_agg;6;1.86;0;7;331159364#2;0;0;0.62;0;0.31;18.04;111.84;28.10;3.24;17.86;0.00
0.00;120.00;2min_agg;0;34.55;0;28;331159364#2.1476;3;3;11.52;21;5.45;9.20;226.29;6.47;161.82;8.41;55.00
0.00;120.00;2min_agg;0;14.78;47;0;331159364#2.526;23;23;4.93;30;2.46;44.89;1675.28;21.15;395.07;44.58;0.00
0.00;120.00;2min_agg;0;5.03;0;5;331159366#1;0;0;1.68;5;0.52;0.86;4.32;14.08;1.69;0.48;0.00
0.00;120.00;2min_agg;0;24.79;0;26;331159366#2;2;2;8.26;26;3.50;3.46;90.07;10.18;50.86;2.97;0.00
0.00;120.00;2min_agg;0;20.01;0;16;331159366#3;0;0;6.67;15;1.42;0.60;9.22;14.65;2.65;0.28;0.00
0.00;120.00;2min_agg;0;24.47;0;34;331159366#4;13;13;8.16;31;3.66;4.93;158.34;11.94;80.32;4.43;0.00
0.00;120.00;2min_agg;0;21.45;0;15;331159366#5;5;5;7.15;15;2.47;1.68;23.81;8.50;13.15;0.99;2.00
0.00;120.00;2min_agg;0;33.76;0;38;331159366#6;8;8;11.25;38;4.90;4.19;158.98;10.55;84.60;3.66;0.00
0.00;120.00;2min_agg;0;24.94;0;16;331159366#7;0;0;8.31;16;1.27;0.42;6.55;17.01;2.45;0.13;0.00
0.00;120.00;2min_agg;0;11.11;0;19;331159366#8;19;19;3.70;17;1.69;4.60;82.99;14.61;34.34;4.13;0.00
0.00;120.00;2min_agg;1;13.78;44;3;331159372#0;19;19;6.89;26;3.44;49.56;1798.17;22.05;363.53;49.36;0.00
0.00;120.00;2min_agg;0;7.63;0;26;331159372#1;2;2;3.82;24;1.87;8.66;208.36;26.84;10.32;8.48;0.00
0.00;120.00;2min_agg;0;9.17;0;24;331159372#2;0;0;4.58;21;2.21;5.70;131.44;21.85;29.22;5.45;7.00
0.00;120.00;2min_agg;0;45.65;0;12;331159372#4;0;0;15.22;5;7.47;19.10;171.63;1.90;158.53;17.65;139.00
0.00;120.00;2min_agg;0;1.12;0;3;331159372#6;0;0;0.37;3;0.17;1.84;5.52;24.97;0.34;1.65;0.00
0.00;120.00;2min_agg;0;1.24;0;3;331159372#7;0;0;0.41;3;0.16;0.92;2.77;25.62;0.10;0.73;0.00
0.00;120.00;2min_agg;0;0.99;0;3;331159372#7.21;0;0;0.50;3;0.24;7.32;21.95;25.90;0.58;7.13;0.00
0.00;120.00;2min_agg;0;24.72;0;3;331159372#8;0;0;12.36;3;0.24;0.20;0.59;26.30;0.01;0.01;0.00
0.00;120.00;2min_agg;3;0.98;0;3;331159372#9;0;0;0.49;0;0.24;9.58;28.74;26.00;0.66;9.38;0.00
0.00;120.00;2min_agg;0;8.72;0;10;331159373#0;0;0;2.91;10;1.23;3.12;31.19;11.16;18.80;2.75;0.00
0.00;120.00;2min_agg;0;4.42;0;12;331159373#0.23;2;2;1.47;11;0.71;8.41;97.35;22.43;20.34;8.22;0.00
0.00;120.00;2min_agg;0;7.52;0;10;331159373#0.40;0;0;2.51;10;0.86;0.98;9.82;16.18;4.16;0.69;0.00
0.00;120.00;2min_agg;5;2.11;0;11;331159373#1;0;0;1.06;0;0.52;24.17;167.47;27.54;3.72;23.99;0.00
0.00;120.00;2min_agg;0;3.99;12;0;331159373#3;8;8;1.99;9;0.99;30.04;283.67;19.90;85.42;29.86;0.00
0.00;120.00;2min_agg;0;3.80;0;6;331159374;0;0;1.90;6;0.81;2.34;14.02;15.29;6.06;2.06;0.00
0.00;120.00;2min_agg;0;5.23;18;0;331162256#0;9;9;2.62;10;1.31;54.34;748.08;22.01;144.23;54.14;0.00
0.00;120.00;2min_agg;0;3.42;0;10;331162256#1;0;0;1.71;10;0.80;3.24;32.42;25.88;1.58;3.05;0.00
0.00;120.00;2min_agg;0;4.13;0;10;331162256#1.100;1;1;1.38;10;0.59;1.47;14.69;23.60;1.95;1.24;0.00
0.00;120.00;2min_agg;0;22.73;0;10;343227267;0;0;5.68;4;2.79;14.45;122.94;3.46;106.44;13.48;84.00
0.00;120.00;2min_agg;0;5.63;0;10;343227269#1;4;4;1.88;10;0.85;3.92;39.16;16.09;17.48;3.58;0.00
0.00;120.00;2min_agg;0;35.58;0;10;343227269#2;0;0;11.86;10;5.71;13.46;134.61;2.71;119.73;12.76;83.00
0.00;120.00;2min_agg;0;4.28;0;9;343227270#0;0;0;2.14;6;1.05;14.45;128.58;17.66;46.36;13.87;18.00
0.00;120.00;2min_agg;0;1.72;0;3;343227270#2;0;0;0.86;3;0.41;11.68;35.03;14.94;14.15;10.85;0.00
0.00;120.00;2min_agg;1;1.23;0;3;343227271#4;0;0;0.61;0;0.29;11.91;25.15;14.73;12.32;11.64;0.00
0.00;120.00;2min_agg;0;1.34;0;3;343227271#6;3;3;0.67;3;0.32;8.66;25.98;19.23;8.56;8.47;0.00
0.00;120.00;2min_agg;0;1.51;0;3;343227271#7;0;0;1.51;2;0.72;7.13;20.77;16.82;8.52;6.55;0.00
0.00;120.00;2min_agg;2;8.82;12;2;456043498#0;12;12;2.94;9;1.45;12.92;163.45;12.33;90.55;12.69;0.00
0.00;120.00;2min_agg;0;17.54;0;9;456043498#1;2;2;5.85;8;2.86;28.41;254.35;4.43;210.79;27.16;162.00
0.00;120.00;2min_agg;0;3.45;0;9;456043498#3;2;2;1.15;7;0.56;10.58;86.26;20.16;23.30;10.38;0.00
0.00;120.00;2min_agg;2;1.37;0;7;456043498#4;0;0;0.46;0;0.22;16.35;68.10;25.71;3.02;16.15;0.00
0.00;120.00;2min_agg;0;4.18;0;11;456207630#10;7;7;1.39;10;0.68;19.87;203.09;20.63;52.10;19.52;9.00
0.00;120.00;2min_agg;9;5.93;0;15;456207630#11;0;0;1.98;5;0.96;11.09;163.13;21.12;40.12;10.86;0.00
0.00;120.00;2min_agg;0;12.01;30;0;456207630#6;33;33;4.00;24;2.00;25.45;683.15;18.82;212.81;25.26;0.00
0.00;120.00;2min_agg;0;11.38;0;24;456207630#7;0;0;3.79;24;1.24;0.53;12.82;26.94;0.30;0.35;0.00
0.00;120.00;2min_agg;0;26.21;0;24;456207630#8;4;4;8.74;16;4.31;24.68;578.03;7.65;414.35;23.91;261.00
0.00;120.00;2min_agg;0;5.48;0;8;503654784;0;0;5.48;7;2.55;5.85;46.01;12.83;19.21;5.25;0.00
0.00;120.00;2min_agg;0;2.04;0;4;607902629#1;0;0;2.04;4;0.98;10.20;40.78;16.87;8.74;9.95;0.00
0.00;120.00;2min_agg;0;2.33;0;4;607902629#2;0;0;2.33;3;1.10;8.98;35.47;14.69;8.63;8.18;0.00
0.00;120.00;2min_agg;4;1.47;0;6;769037328#2;0;0;0.74;0;0.36;26.06;107.15;23.49;20.64;25.88;0.00
0.00;120.00;2min_agg;1;0.41;0;1;775228304;0;0;0.41;0;0.20;5.05;5.05;21.25;0.09;4.82;0.00
0.00;120.00;2min_agg;4;2.49;0;6;775228305;0;0;2.49;1;1.16;3.58;20.89;20.91;1.76;3.35;0.00
0.00;120.00;2min_agg;0;28.72;0;21;826096563#0;6;6;9.57;18;4.70;23.17;450.59;5.86;354.56;22.54;244.00
0.00;120.00;2min_agg;0;8.66;0;19;826096563#1;0;0;2.89;17;1.33;3.78;67.75;18.59;22.07;3.54;0.00
0.00;120.00;2min_agg;5;4.15;0;17;826096563#1.82;1;1;1.38;0;0.68;10.89;127.93;24.06;16.55;10.68;0.00
0.00;120.00;2min_agg;0;3.36;0;7;826105809#10;7;7;1.12;6;0.51;3.79;24.14;17.12;9.04;3.54;0.00
0.00;120.00;2min_agg;0;2.02;0;6;826105809#11;1;1;1.01;6;0.49;6.56;39.22;25.38;2.96;6.37;0.00
0.00;120.00;2min_agg;0;1.82;0;5;826105809#12;0;0;0.91;5;0.39;1.40;7.00;26.51;0.19;1.21;0.00
0.00;120.00;2min_agg;2;1.45;0;5;826105809#13;0;0;0.48;0;0.24;16.25;72.86;26.06;2.93;16.05;0.00
0.00;120.00;2min_agg;0;16.37;28;0;826105809#14;17;17;5.46;26;2.71;14.07;364.25;13.53;185.28;13.86;0.00
0.00;120.00;2min_agg;0;14.89;0;26;826105809#14.186;3;3;3.72;26;1.40;1.04;27.05;19.36;6.88;0.75;0.00
0.00;120.00;2min_agg;0;55.96;0;24;826105809#14.238;12;12;13.99;21;6.71;14.36;329.74;3.77;273.37;13.17;159.00
0.00;120.00;2min_agg;0;3.96;12;0;881465158#8;6;6;1.98;9;0.99;30.43;287.03;20.01;87.91;30.21;0.00
0.00;120.00;2min_agg;0;13.44;0;16;897570586;0;0;4.48;16;1.93;3.54;56.56;11.34;33.39;3.19;0.00
0.00;120.00;2min_agg;0;6.15;0;16;897570586.53;0;0;2.05;14;0.97;5.34;78.70;20.92;18.05;5.14;0.00
0.00;120.00;2min_agg;0;9.42;0;25;897570587;7;7;3.14;25;1.49;5.29;132.32;23.04;25.53;5.00;0.00
0.00;120.00;2min_agg;0;40.65;0;24;897570587.118;5;5;13.55;23;6.23;7.69;183.19;5.53;138.22;6.69;60.00
0.00;120.00;2min_agg;12;4.30;0;14;897570588;0;0;1.43;0;0.69;5.18;67.43;26.16;3.10;4.99;0.00
0.00;120.00;2min_agg;0;18.08;25;5;897570589;9;9;6.03;25;2.98;11.06;284.67;12.32;162.43;10.83;0.00
0.00;120.00;2min_agg;0;7.47;0;2;gneE4;0;0;7.47;2;1.13;0.98;1.95;7.35;0.39;0.35;0.00
0.00;120.00;2min_agg;0;45.20;0;2;gneE6;0;0;45.20;2;2.24;1.76;3.53;3.21;2.19;0.62;0.00
0.00;120.00;2min_agg;0;2.42;0;1;gneE9;0;0;2.42;1;0.60;1.53;1.53;6.70;0.35;0.83;0.00
120.00;240.00;2min_agg;7;4.19;0;5;-131361937;0;0;4.19;0;2.05;20.78;127.40;12.42;17.51;20.40;0.00
120.00;240.00;2min_agg;0;21.60;0;9;-343227268;2;2;10.80;6;5.30;20.98;181.71;3.58;155.58;19.95;121.00
120.00;240.00;2min_agg;0;128.84;0;3;-498573406#1;0;0;128.84;3;2.48;1.03;3.09;5.05;0.80;0.04;0.00
120.00;240.00;2min_agg;0;9.30;7;0;-607902629#1;0;0;9.30;7;4.56;28.75;186.36;5.98;132.20;27.54;65.00
120.00;240.00;2min_agg;0;2.42;3;0;-775228304;0;0;2.42;3;1.19;10.40;29.71;10.32;17.12;10.15;0.00
120.00;240.00;2min_agg;0;4.40;3;3;-775228305;0;0;4.40;7;2.11;5.89;37.14;12.79;17.37;5.60;0.00
120.00;240.00;2min_agg;0;23.17;40;0;107270959#6;34;34;7.72;41;3.84;14.45;562.26;14.34;276.36;14.27;0.00
120.00;240.00;2min_agg;0;102.75;0;40;107270959#7;6;6;34.25;22;17.05;75.69;2603.80;2.86;2336.79;74.54;1785.00
120.00;240.00;2min_agg;33;11.87;0;31;107270959#9;1;1;3.96;0;1.94;12.44;406.11;23.32;75.07;12.26;0.00
120.00;240.00;2min_agg;0;20.78;13;0;131361937;0;0;20.78;15;10.30;47.17;630.86;5.47;378.37;46.40;229.00
120.00;240.00;2min_agg;0;2.70;0;5;131361940#1;0;0;1.35;6;0.65;21.57;129.18;18.69;36.83;20.83;0.00
120.00;240.00;2min_agg;0;2.80;0;8;140621781#0;0;0;2.80;6;1.35;15.63;95.57;18.50;19.65;15.41;0.00
120.00;240.00;2min_agg;6;2.25;0;6;140621781#1;0;0;2.25;0;1.10;9.03;54.06;22.70;1.40;8.81;0.00
120.00;240.00;2min_agg;0;36.77;0;7;230894418#0;0;0;18.38;6;8.96;19.60;135.85;1.83;125.19;18.43;94.00
120.00;240.00;2min_agg;0;12.42;0;7;230894418#2;2;2;6.21;5;2.96;21.07;145.02;4.85;117.86;19.16;83.00
120.00;240.00;2min_agg;0;16.18;0;22;27318402#0;0;0;5.39;21;2.40;4.20;89.83;12.20;49.64;3.89;0.00
120.00;240.00;2min_agg;0;13.73;0;21;27318402#0.49;0;0;3.43;22;1.21;0.89;19.28;18.75;6.15;0.63;0.00
120.00;240.00;2min_agg;24;7.65;0;22;27318402#0.62;0;0;2.55;0;1.24;7.98;178.02;24.94;16.90;7.79;0.00
120.00;240.00;2min_agg;0;7.12;0;9;27318402#5;9;9;2.37;8;0.91;1.86;14.96;12.12;8.36;1.49;0.00
120.00;240.00;2min_agg;0;3.68;0;8;27318402#6;0;0;1.23;7;0.54;2.52;18.28;18.38;5.85;2.28;0.00
120.00;240.00;2min_agg;0;2.42;0;7;27318402#7;0;0;1.21;7;0.59;10.12;70.84;24.61;5.97;9.92;0.00
120.00;240.00;2min_agg;7;2.47;0;7;27318402#8;0;0;1.23;0;0.56;2.04;13.96;25.58;0.66;1.84;0.00
120.00;240.00;2min_agg;0;20.22;27;0;29027962#0;24;24;6.74;28;3.31;20.99;556.07;11.15;337.05;20.24;61.00
120.00;240.00;2min_agg;0;6.20;0;18;29027962#1;1;1;2.07;16;1.00;8.54;137.86;22.30;34.25;8.36;0.00
120.00;240.00;2min_agg;0;5.20;0;16;29027962#2;0;0;1.73;16;0.79;1.98;31.60;28.17;1.62;1.80;0.00
120.00;240.00;2min_agg;0;5.48;0;16;29027962#3;0;0;1.83;16;0.86;3.73;59.67;25.69;8.06;3.49;0.00
120.00;240.00;2min_agg;0;39.66;0;16;29027962#4;2;2;13.22;19;6.41;16.25;270.71;3.81;235.00;15.62;166.00
120.00;240.00;2min_agg;25;8.60;0;23;29027962#6;5;5;2.87;0;1.41;18.86;477.97;24.84;72.48;18.68;0.00
120.00;240.00;2min_agg;0;47.33;0;1;331059134#5;0;0;47.33;1;0.90;1.14;1.14;4.58;0.92;0.06;0.00
120.00;240.00;2min_agg;0;9.77;19;0;331158296#0;8;8;3.26;17;1.62;17.07;300.22;15.30;138.36;16.81;0.00
120.00;240.00;2min_agg;0;48.36;0;17;331158296#0.267;3;3;16.12;14;7.93;22.73;378.17;3.09;337.25;21.96;240.00
120.00;240.00;2min_agg;0;25.51;0;14;331158296#1;5;5;8.50;17;4.15;24.80;401.27;5.49;314.11;23.96;151.00
120.00;240.00;2min_agg;0;3.02;0;7;331158296#2;3;3;1.01;7;0.46;3.20;22.40;20.89;5.72;2.98;0.00
120.00;240.00;2min_agg;0;3.04;0;7;331158296#2.100;3;3;0.76;8;0.34;1.72;13.31;24.12;1.99;1.52;0.00
120.00;240.00;2min_agg;0;17.93;0;9;331158296#2.118;4;4;4.48;10;2.11;13.23;128.02;4.88;101.86;11.89;51.00
120.00;240.00;2min_agg;0;26.79;0;36;331158298;1;1;8.93;38;4.09;5.51;208.31;12.67;115.18;5.23;0.00
120.00;240.00;2min_agg;0;41.89;0;38;331158298.105;14;14;13.96;32;6.79;14.87;556.59;7.78;399.28;14.20;201.00
120.00;240.00;2min_agg;0;3.39;0;4;331159362#1;0;0;1.13;4;0.45;1.94;7.74;12.42;4.11;1.58;0.00
120.00;240.00;2min_agg;0;2.98;0;4;331159362#2;0;0;0.99;4;0.32;0.81;3.26;17.32;1.12;0.54;0.00
120.00;240.00;2min_agg;5;1.62;0;4;331159362#3;0;0;0.81;0;0.39;8.74;40.76;24.58;2.99;8.55;0.00
120.00;240.00;2min_agg;0;6.91;0;17;331159363#1;3;3;1.73;16;0.83;6.89;112.89;20.48;29.88;6.69;0.00
120.00;240.00;2min_agg;0;5.10;0;16;331159364#0;2;2;1.70;16;0.82;6.10;97.64;26.97;3.00;5.92;0.00
120.00;240.00;2min_agg;0;7.05;0;19;331159364#1;1;1;3.53;19;1.65;3.44;65.44;23.90;9.18;3.25;0.00
120.00;240.00;2min_agg;15;5.38;0;19;331159364#2;2;2;1.79;0;0.89;18.94;324.20;26.75;10.26;18.75;0.00
120.00;240.00;2min_agg;0;81.39;0;43;331159364#2.1476;7;7;27.13;37;13.00;12.81;533.06;4.65;424.38;11.95;206.00
120.00;240.00;2min_agg;0;17.26;45;0;331159364#2.526;24;24;5.75;45;2.86;43.47;1956.10;21.85;425.17;43.14;0.00
120.00;240.00;2min_agg;0;35.68;0;13;331159366#1;1;1;11.89;13;4.15;2.54;30.65;4.79;24.37;1.37;8.00
120.00;240.00;2min_agg;0;35.09;0;37;331159366#2;7;7;11.70;36;4.96;3.51;127.47;10.04;71.28;2.99;1.00
120.00;240.00;2min_agg;0;26.56;0;19;331159366#3;1;1;8.85;20;1.97;0.62;12.24;14.24;3.72;0.26;0.00
120.00;240.00;2min_agg;0;47.04;0;59;331159366#4;22;22;15.68;57;7.08;5.22;304.42;11.30;164.65;4.73;0.00
120.00;240.00;2min_agg;0;35.98;0;34;331159366#5;3;3;11.99;34;4.05;1.21;39.94;11.78;16.17;0.68;3.00
120.00;240.00;2min_agg;0;58.09;0;61;331159366#6;15;15;19.36;60;8.52;4.51;273.52;9.81;154.65;3.91;2.00
120.00;240.00;2min_agg;0;46.59;0;24;331159366#7;0;0;15.53;24;2.54;0.54;12.24;13.36;5.92;0.15;2.00
120.00;240.00;2min_agg;0;24.06;0;34;331159366#8;28;28;8.02;35;3.66;5.21;179.71;12.90;83.03;4.69;0.00
120.00;240.00;2min_agg;6;18.51;43;6;331159372#0;22;22;9.26;43;4.61;49.67;2416.01;22.00;449.85;49.46;0.00
120.00;240.00;2min_agg;0;15.78;0;43;331159372#1;4;4;7.89;42;3.86;9.80;430.91;23.72;49.89;9.59;0.00
120.00;240.00;2min_agg;0;40.05;0;41;331159372#2;0;0;20.03;36;9.81;14.83;574.17;8.39;393.42;14.41;235.00
120.00;240.00;2min_agg;0;146.36;0;20;331159372#4;1;1;48.79;26;23.84;24.80;550.25;1.46;515.99;24.59;435.00
120.00;240.00;2min_agg;0;6.49;0;14;331159372#6;1;1;2.16;12;0.96;2.44;31.92;18.84;10.13;2.20;0.00
120.00;240.00;2min_agg;0;5.64;0;12;331159372#7;0;0;1.88;12;0.74;1.05;12.62;22.49;2.35;0.83;0.00
120.00;240.00;2min_agg;0;3.99;0;12;331159372#7.21;0;0;2.00;12;0.97;7.37;88.40;25.73;6.06;7.18;0.00
120.00;240.00;2min_agg;0;99.32;0;12;331159372#8;0;0;49.66;12;0.95;0.20;2.38;26.18;0.12;0.01;0.00
120.00;240.00;2min_agg;12;3.89;0;12;331159372#9;0;0;1.95;0;0.96;9.53;113.96;26.14;6.11;9.34;0.00
120.00;240.00;2min_agg;0;14.13;0;16;331159373#0;0;0;4.71;16;2.00;3.19;50.57;10.92;30.68;2.82;0.00
120.00;240.00;2min_agg;0;6.29;0;17;331159373#0.23;0;0;2.10;17;1.02;8.15;138.65;23.16;24.74;7.96;0.00
120.00;240.00;2min_agg;0;11.13;0;15;331159373#0.40;0;0;3.71;15;1.27;0.97;14.53;16.39;6.00;0.68;0.00
120.00;240.00;2min_agg;19;5.39;0;16;331159373#1;4;4;2.70;0;1.34;23.93;427.69;27.82;9.73;23.74;0.00
120.00;240.00;2min_agg;0;4.17;9;0;331159373#3;5;5;2.08;9;1.04;28.06;296.24;21.30;69.57;27.87;0.00
120.00;240.00;2min_agg;0;6.40;0;8;331159374;0;0;3.20;8;1.36;2.95;23.59;12.11;12.73;2.62;0.00
120.00;240.00;2min_agg;0;5.84;16;0;331162256#0;15;15;2.92;18;1.46;49.87;835.30;23.98;130.50;49.69;0.00
120.00;240.00;2min_agg;0;5.92;0;18;331162256#1;0;0;2.96;18;1.39;3.11;56.04;26.95;2.99;2.93;0.00
120.00;240.00;2min_agg;0;7.15;0;18;331162256#1.100;2;2;2.38;18;1.02;1.41;25.46;24.52;3.53;1.20;0.00
120.00;240.00;2min_agg;0;45.20;0;18;343227267;1;1;11.30;24;5.40;12.55;244.53;3.99;205.52;11.84;144.00
120.00;240.00;2min_agg;0;7.58;0;12;343227269#1;8;8;2.53;12;1.15;4.40;52.79;14.32;25.03;4.07;0.00
120.00;240.00;2min_agg;0;28.15;0;12;343227269#2;0;0;9.38;8;4.48;10.53;106.50;3.47;91.33;9.70;61.00
120.00;240.00;2min_agg;0;7.11;0;9;343227270#0;0;0;3.56;12;1.73;23.45;213.39;10.88;122.41;22.33;87.00
120.00;240.00;2min_agg;0;1.74;0;3;343227270#2;0;0;0.87;3;0.41;11.77;35.30;14.83;15.01;10.89;0.00
120.00;240.00;2min_agg;5;1.88;0;3;343227271#4;0;0;0.94;0;0.45;9.95;38.46;17.64;14.29;9.76;0.00
120.00;240.00;2min_agg;0;0.95;0;2;343227271#6;2;2;0.47;2;0.23;9.20;18.39;18.10;5.18;8.99;0.00
120.00;240.00;2min_agg;0;1.27;0;2;343227271#7;0;0;1.27;3;0.59;8.40;17.54;14.28;7.72;7.55;0.00
120.00;240.00;2min_agg;0;111.00;0;1;404673246#2;1;1;55.50;1;0.87;2.66;2.66;1.95;1.94;0.96;0.00
120.00;240.00;2min_agg;7;10.13;9;7;456043498#0;6;6;3.38;12;1.65;11.28;187.69;14.13;87.65;11.08;0.00
120.00;240.00;2min_agg;0;24.55;0;12;456043498#1;0;0;8.18;7;4.04;30.76;356.15;4.09;299.29;29.56;240.00
120.00;240.00;2min_agg;0;4.05;0;11;456043498#3;1;1;1.35;9;0.65;11.07;101.30;19.27;24.18;10.85;0.00
120.00;240.00;2min_agg;14;4.09;0;9;456043498#4;1;1;1.36;0;0.67;17.28;203.83;24.33;14.51;17.08;0.00
120.00;240.00;2min_agg;0;8.71;0;18;456207630#10;12;12;2.90;17;1.42;22.64;423.31;18.11;136.10;21.97;23.00
120.00;240.00;2min_agg;13;8.45;0;23;456207630#11;1;1;2.82;7;1.36;11.57;232.44;20.25;60.49;11.35;0.00
120.00;240.00;2min_agg;0;13.14;30;0;456207630#6;28;28;4.38;30;2.18;24.97;747.22;19.18;211.75;24.78;0.00
